"siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","mdcaty","gnis_name","reachcode","hectares","repunit","resource","comments","lakecode","shape_leng","shape_area","area_cat","sframe_st","geometry"
"FLLL23001-011","Base","None",-85.598779456113,30.2781701424194,"Zone 1",875.624396686299,0.00114204218587831,"Zone 1_(1.02e+03,1.43e+03]","Deer Point Lake","03140101006086",1200.3969333,"Zone 1","Large Lake",NA,"4387-03140101006086",56499.9301839,12003969.333,"Zone 1_(1.02e+03,1.43e+03]","Zone 1",c(246359.161130608, 697753.497698611)
"FLLL23001-012","Base","None",-85.5742890044823,30.5523961956746,"Zone 1",1075.44802254048,0.000929845031132002,"Zone 1_(144,1.02e+03]","Gap Lake","03140101000783",207.894169294,"Zone 1","Large Lake",NA,"3921-03140101000783",9854.36469564,2078941.69294,"Zone 1_(144,1.02e+03]","Zone 1",c(249101.052732374, 728154.170657001)
"FLLL23001-013","Base","None",-84.6404853064619,30.4024334666285,"Zone 1",1619.27842527228,0.000617559021594356,"Zone 1_(1.43e+03,3.27e+03]","Lake Talquin","03120003001574",3271.88679949,"Zone 1","Large Lake",NA,"4035-03120003001574",165804.746739,32718867.9949,"Zone 1_(1.43e+03,3.27e+03]","Zone 1",c(338520.293132855, 710708.513486405)
"FLLL23001-014","Base","None",-85.329006217073,30.639326716648,"Zone 1",1261.41174672202,0.000792762555603799,"Zone 1_(45,144]","McCormick Lake","03130012001658",54.923210789,"Zone 1","Large Lake",NA,"4009-03130012001658",2981.52001642,549232.10789,"Zone 1_(45,144]","Zone 1",c(272714.894690449, 737523.134693062)
"FLLL23001-015","Base","None",-85.6818270973645,30.4364572337458,"Zone 1",1261.41174672202,0.000792762555603799,"Zone 1_(45,144]","River Lake","03140101000871",143.426405484,"Zone 1","Large Lake",NA,"3928-03140101000871",17617.6671554,1434264.05484,"Zone 1_(45,144]","Zone 1",c(238618.446744667, 715425.302276974)
"FLLL23001-016","Base","None",-83.0746795279333,29.613528744521,"Zone 2",498.262062028873,0.00200697599959367,"Zone 2_[10,49]","Long Pond","03110102002149",29.2125968253,"Zone 2","Large Lake",NA,"2816-03110102002149",4413.87237513,292125.968253,"Zone 2_[10,49]","Zone 2",c(489477.506351964, 623311.688665132)
"FLLL23001-017","Base","None",-82.6227512570051,30.1752915704611,"Zone 2",457.751307256233,0.00218459234118633,"Zone 2_(49,215]","Alligator Lake","03110206000619",68.1654485241,"Zone 2","Large Lake",NA,"4129-03110206000619",9314.78933441,681654.485241,"Zone 2_(49,215]","Zone 2",c(532480.481364664, 686078.546192053)
"FLLL23001-018","Base","None",-82.0788239835596,29.7431738880572,"Zone 2",529.150669973236,0.00188982090876041,"Zone 2_(805,1.59e+03]","Santa Fe Lake","03110206010595",1587.66081892,"Zone 2","Large Lake",NA,"4200-03110206010595",18439.5866022,15876608.1892,"Zone 2_(805,1.59e+03]","Zone 2",c(585545.669350843, 638815.102474281)
"FLLL23001-019","Base","None",-82.1854601213284,29.9315534953091,"Zone 2",499.391105527112,0.00200243854752777,"Zone 2_(467,805]","Lake Sampson","03110206000708",804.313508191,"Zone 2","Large Lake",NA,"4191-03110206000708",18654.5744149,8043135.08191,"Zone 2_(467,805]","Zone 2",c(574939.879446025, 659570.01002985)
"FLLL23001-020","Base","None",-82.4350287533805,30.2336750885605,"Zone 2",499.391105527112,0.00200243854752777,"Zone 2_(467,805]","Ocean Pond","03070204000891",693.151970988,"Zone 2","Large Lake",NA,"4137-03070204000891",9801.85273711,6931519.70988,"Zone 2_(467,805]","Zone 2",c(550454.758560984, 692773.677661591)
"FLLL23001-021","Base","None",-82.9283900245407,30.1901744469044,"Zone 2",498.262062028873,0.00200697599959367,"Zone 2_[10,49]","Blue Lake","03110205000701",23.0396920396,"Zone 2","Large Lake",NA,"4095-03110205000701",3460.53687504,230396.920396,"Zone 2_[10,49]","Zone 2",c(503066.929635471, 687438.494771803)
"FLLL23001-022","Base","None",-82.0705647573595,29.7225178583206,"Zone 2",529.150669973236,0.00188982090876041,"Zone 2_(805,1.59e+03]","Santa Fe Lake","03110206010595",1587.66081892,"Zone 2","Large Lake",NA,"4200-03110206010595",18439.5866022,15876608.1892,"Zone 2_(805,1.59e+03]","Zone 2",c(586379.153978898, 636534.57331747)
"FLLL23001-023","Base","None",-82.1801661800427,29.926019506767,"Zone 2",499.391105527112,0.00200243854752777,"Zone 2_(467,805]","Lake Sampson","03110206000708",804.313508191,"Zone 2","Large Lake",NA,"4191-03110206000708",18654.5744149,8043135.08191,"Zone 2_(467,805]","Zone 2",c(575459.297402639, 658963.263740423)
"FLLL23001-024","Base","None",-82.2908756381482,30.1255068635652,"Zone 2",542.749746138594,0.00184246977011878,"Zone 2_(215,467]","Swift Creek Pond","03110206000618",236.3560413,"Zone 2","Large Lake",NA,"4182-03110206000618",6013.28123665,2363560.413,"Zone 2_(215,467]","Zone 2",c(564479.043389565, 680952.586160687)
"FLLL23001-025","Base","None",-82.0839773342697,29.7767926550848,"Zone 2",542.749746138594,0.00184246977011878,"Zone 2_(215,467]","Little Santa Fe Lake","03110206010594",466.62652565,"Zone 2","Large Lake",NA,"4623-03110206010594",10354.6617525,4666265.2565,"Zone 2_(215,467]","Zone 2",c(584990.012932139, 642539.269354212)
"FLLL23001-026","Base","None",-82.3369395177186,30.0289743310456,"Zone 2",457.751307256233,0.00218459234118633,"Zone 2_(49,215]","Butler Lake","03110206010856",150.068034151,"Zone 2","Large Lake",NA,"4145-03110206010856",4588.51302773,1500680.34151,"Zone 2_(49,215]","Zone 2",c(560190.825375658, 670177.608951899)
"FLLL23001-027","Base","None",-83.7607820016025,30.6017823217236,"Zone 2",498.262062028873,0.00200697599959367,"Zone 2_[10,49]","Razor Lake","03110103000662",36.9401903197,"Zone 2","Large Lake",NA,"4101-03110103000662",3250.18596876,369401.903197,"Zone 2_[10,49]","Zone 2",c(422919.530981182, 732693.399048713)
"FLLL23001-028","Base","None",-82.4359757519612,30.2204893357476,"Zone 2",499.391105527112,0.00200243854752777,"Zone 2_(467,805]","Ocean Pond","03070204000891",693.151970988,"Zone 2","Large Lake",NA,"4137-03070204000891",9801.85273711,6931519.70988,"Zone 2_(467,805]","Zone 2",c(550382.281636806, 691309.117652629)
"FLLL23001-029","Base","None",-82.082231555173,29.7554710212075,"Zone 2",529.150669973236,0.00188982090876041,"Zone 2_(805,1.59e+03]","Santa Fe Lake","03110206010595",1587.66081892,"Zone 2","Large Lake",NA,"4200-03110206010595",18439.5866022,15876608.1892,"Zone 2_(805,1.59e+03]","Zone 2",c(585195.364217312, 640175.051054031)
"FLLL23001-030","Base","None",-82.1665846722002,29.8557274506172,"Zone 2",542.749746138594,0.00184246977011878,"Zone 2_(215,467]","Hampton Lake","03110206010854",330.181258538,"Zone 2","Large Lake",NA,"4142-03110206010854",8026.70905481,3301812.58538,"Zone 2_(215,467]","Zone 2",c(576884.676911487, 651180.173407085)
"FLLL23001-031","Base","None",-80.8613736884793,28.4978607082981,"Zone 3",8128.83871030669,0.000123018802025446,"Zone 3_[10,182]",NA,"03080101010290",40.2830845826,"Zone 3","Large Lake",NA,"3677-03080101010290",4886.70391443,402830.845826,"Zone 3_[10,182]","Zone 3",c(706624.835023325, 502988.685414909)
"FLLL23001-032","Base","None",-81.8386201734714,29.5289716725387,"Zone 3",7663.68383223632,0.00013048555001625,"Zone 3_(1.78e+03,3.26e+03]","Lake Ocklawaha","03080102029888",1846.57255677,"Zone 3","Large Lake","Site located in Rodman Reservoir, which is presently being drawn down for several months.","4234-03080102029888",56093.8707281,18465725.5677,"Zone 3_(1.78e+03,3.26e+03]","Zone 3",c(609158.936363807, 615420.738381153)
"FLLL23001-033","Base","None",-82.2116277419412,29.4963906663863,"Zone 3",7663.68383223632,0.00013048555001625,"Zone 3_(1.78e+03,3.26e+03]","Orange Lake","03080102029141",2945.27958488,"Zone 3","Large Lake",NA,"3057-03080102029141",73582.2600237,29452795.8488,"Zone 3_(1.78e+03,3.26e+03]","Zone 3",c(573117.86846983, 611225.512524203)
"FLLL23001-034","Base","None",-81.8736285445143,28.594703385329,"Zone 3",8128.83871030669,0.000123018802025446,"Zone 3_[10,182]","Big Bluff Lake","03100208002993",22.3278806199,"Zone 3","Large Lake",NA,"2880-03100208002993",2557.20511093,223278.806199,"Zone 3_[10,182]","Zone 3",c(607560.340610445, 511630.850680224)
"FLLL23001-035","Base","None",-81.3499111548295,28.4558077054437,"Zone 3",7581.64545734963,0.000131897489222554,"Zone 3_(182,1.78e+03]","Lake Conway","03090101028282",433.588234439,"Zone 3","Large Lake",NA,"4265-03090101028282",16910.1250455,4335882.34439,"Zone 3_(182,1.78e+03]","Zone 3",c(659006.058491364, 497199.273732318)
"FLLL23001-036","Base","None",-81.4714368280499,29.4525922760802,"Zone 3",7248.88914469044,0.000137952171710677,"Zone 3_(3.26e+03,7.44e+03]","Crescent Lake","03080103033128",6940.20034988,"Zone 3","Large Lake",NA,"3839-03080103033128",58964.0860938,69402003.4988,"Zone 3_(3.26e+03,7.44e+03]","Zone 3",c(644860.908188889, 607617.618287227)
"FLLL23001-037","Base","None",-81.9000341113607,29.5117576140405,"Zone 3",7663.68383223632,0.00013048555001625,"Zone 3_(1.78e+03,3.26e+03]","Lake Ocklawaha","03080102029888",1846.57255677,"Zone 3","Large Lake","Site located in Rodman Reservoir, which is presently being drawn down for several months.","4234-03080102029888",56093.8707281,18465725.5677,"Zone 3_(1.78e+03,3.26e+03]","Zone 3",c(603248.976305924, 613407.029969817)
"FLLL23001-038","Base","None",-81.6913234798654,28.9280935932146,"Zone 3",8128.83871030669,0.000123018802025446,"Zone 3_[10,182]",NA,"03080102004872",14.4192553868,"Zone 3","Large Lake",NA,"3507-03080102004872",1721.91335505,144192.553868,"Zone 3_[10,182]","Zone 3",c(624660.470941862, 548968.360807074)
"FLLL23001-039","Base","None",-81.344608501724,28.9763898835919,"Zone 3",7581.64545734963,0.000131897489222554,"Zone 3_(182,1.78e+03]","Lake Beresford","03080101011629",324.905337636,"Zone 3","Large Lake",NA,"4261-03080101011629",13152.5449545,3249053.37636,"Zone 3_(182,1.78e+03]","Zone 3",c(658279.424058017, 555009.486041081)
"FLLL23001-040","Base","None",-81.625624601619,29.2444037876672,"Zone 3",10022.2194218004,9.97782983901546e-05,"Zone 3_(7.44e+03,1.76e+04]","Lake George","03080101028890",17592.218174,"Zone 3","Large Lake",NA,"3832-03080101028890",68368.0976645,175922181.74,"Zone 3_(7.44e+03,1.76e+04]","Zone 3",c(630376.661817519, 584208.258005449)
"FLLL23001-041","Base","None",-81.6573824106265,28.9320667273806,"Zone 3",8128.83871030669,0.000123018802025446,"Zone 3_[10,182]","East Lake","03080102004855",31.8933341357,"Zone 3","Large Lake",NA,"3389-03080102004855",2461.30457745,318933.341357,"Zone 3_[10,182]","Zone 3",c(627954.547039698, 549471.787909908)
"FLLL23001-042","Base","None",-81.6648756127826,28.631433388484,"Zone 3",10022.2194218004,9.97782983901546e-05,"Zone 3_(7.44e+03,1.76e+04]","Lake Apopka","03080102005464",12497.9663527,"Zone 3","Large Lake",NA,"3439-03080102005464",70000.3729143,124979663.527,"Zone 3_(7.44e+03,1.76e+04]","Zone 3",c(627857.662448585, 516077.790088591)
"FLLL23001-043","Base","None",-80.8459878458754,28.2594515027007,"Zone 3",7581.64545734963,0.000131897489222554,"Zone 3_(182,1.78e+03]","Lake Winder","03080101010831",591.087320609,"Zone 3","Large Lake",NA,"3338-03080101010831",17487.767936,5910873.20609,"Zone 3_(182,1.78e+03]","Zone 3",c(708804.738323364, 476558.762516127)
"FLLL23001-044","Base","None",-81.5550894101228,29.2280840076576,"Zone 3",10022.2194218004,9.97782983901546e-05,"Zone 3_(7.44e+03,1.76e+04]","Lake George","03080101028890",17592.218174,"Zone 3","Large Lake",NA,"3832-03080101028890",68368.0976645,175922181.74,"Zone 3_(7.44e+03,1.76e+04]","Zone 3",c(637255.467786531, 582530.167662669)
"FLLL23001-045","Base","None",-81.7215928545682,28.4842590398605,"Zone 3",7581.64545734963,0.000131897489222554,"Zone 3_(182,1.78e+03]","Lake Louisa","03080102005606",1258.85820562,"Zone 3","Large Lake",NA,"3465-03080102005606",14726.3334352,12588582.0562,"Zone 3_(182,1.78e+03]","Zone 3",c(622625.894528492, 499632.504729349)
"FLLL23001-046","Base","None",-81.9925096119464,27.4285397514296,"Zone 4",2904.92541328949,0.000344242917709758,"Zone 4_[10,55]","Horse Creek Prairie","03100101004808",33.0463317985,"Zone 4","Large Lake",NA,"2694-03100101004808",5050.01558973,330463.317985,"Zone 4_[10,55]","Zone 4",c(598065.326760344, 381946.807168377)
"FLLL23001-047","Base","None",-81.3772416630264,27.2407966077158,"Zone 4",3070.40675812249,0.000325689746921833,"Zone 4_(1.32e+03,1.86e+03]","Lake Placid","03090101038576",1379.43597723,"Zone 4","Large Lake","Point is on land or in heavy veg.   Zone 5 Recon  8/3/16","4249-03090101038576",17908.4707884,13794359.7723,"Zone 4_(1.32e+03,1.86e+03]","Zone 4",c(659204.885431998, 362243.912830742)
"FLLL23001-048","Base","None",-81.6778225505678,28.0894156290372,"Zone 4",2882.61224584384,0.000346907566718973,"Zone 4_(175,429]","Lake Henry","03100101004256",323.900492401,"Zone 4","Large Lake",NA,"3170-03100101004256",10673.7966801,3239004.92401,"Zone 4_(175,429]","Zone 4",c(627727.948254364, 455870.071493377)
"FLLL23001-049","Base","None",-82.487872201271,28.1477014452899,"Zone 4",2904.92541328949,0.000344242917709758,"Zone 4_[10,55]","Lake Thomas","03100206000909",24.2613924365,"Zone 4","Large Lake",NA,"2740-03100206000909",3218.10183112,242613.924365,"Zone 4_[10,55]","Zone 4",c(548214.843453404, 461107.549735026)
"FLLL23001-050","Base","None",-81.4837977971511,27.7540582719344,"Zone 4",3070.40675812249,0.000325689746921833,"Zone 4_(1.32e+03,1.86e+03]","Reedy Lake","03090101035668",1419.19618848,"Zone 4","Large Lake",NA,"3215-03090101035668",16652.12109,14191961.8848,"Zone 4_(1.32e+03,1.86e+03]","Zone 4",c(647512.628804259, 419008.200821194)
"FLLL23001-051","Base","None",-81.3960776910163,27.3067522008714,"Zone 4",3070.40675812249,0.000325689746921833,"Zone 4_(1.32e+03,1.86e+03]","Lake June in Winter","03090101038458",1509.05643466,"Zone 4","Large Lake",NA,"4242-03090101038458",22126.724473,15090564.3466,"Zone 4_(1.32e+03,1.86e+03]","Zone 4",c(657188.979116871, 369526.501623893)
"FLLL23001-052","Base","None",-81.7758941155199,28.1336882876455,"Zone 4",2882.61224584384,0.000346907566718973,"Zone 4_(175,429]","Lake Mattie","03100208003634",428.007160775,"Zone 4","Large Lake",NA,"3196-03100208003634",10709.3059223,4280071.60775,"Zone 4_(175,429]","Zone 4",c(618022.799280107, 460608.742283441)
"FLLL23001-053","Base","None",-82.7160216998017,28.1356109845633,"Zone 4",2672.02574278379,0.000374247891398746,"Zone 4_(429,1.32e+03]","Lake Tarpon","03100206001066",1011.94949934,"Zone 4","Large Lake",NA,"2749-03100206001066",26475.5017425,10119494.9934,"Zone 4_(429,1.32e+03]","Zone 4",c(525867.082017133, 459511.365889952)
"FLLL23001-054","Base","None",-81.5725356808684,27.7664162153115,"Zone 4",2882.61224584384,0.000346907566718973,"Zone 4_(175,429]",NA,"03090101035575",280.921609496,"Zone 4","Large Lake",NA,"3232-03090101035575",9403.39093945,2809216.09496,"Zone 4_(175,429]","Zone 4",c(638757.835664276, 420205.338704999)
"FLLL23001-055","Base","None",-81.7628025107201,27.9987121547468,"Zone 4",2882.61224584384,0.000346907566718973,"Zone 4_(175,429]","Eagle Lake","03100101004362",261.875760489,"Zone 4","Large Lake",NA,"3270-03100101004362",8937.13692059,2618757.60489,"Zone 4_(175,429]","Zone 4",c(619577.92700892, 445644.51873587)
"FLLL23001-056","Base","None",-81.9385658980914,28.0768878068255,"Zone 4",2672.02574278379,0.000374247891398746,"Zone 4_(429,1.32e+03]","Lake Parker","03100101004304",853.325294954,"Zone 4","Large Lake",NA,"2794-03100101004304",21815.3406502,8533252.94954,"Zone 4_(429,1.32e+03]","Zone 4",c(602183.535375533, 454024.48392251)
"FLLL23001-057","Base","None",-82.3452798270155,28.8877027884176,"Zone 4",2835.01720627092,0.000352731545257661,"Zone 4_(55,175]","Tsala Apopka Lake","03100208004030",61.2486531391,"Zone 4","Large Lake",NA,"4355-03100208004030",3759.22925048,612486.531391,"Zone 4_(55,175]","Zone 4",c(561087.845208576, 543460.659991825)
"FLLL23001-058","Base","None",-81.4895202934643,27.7343941803855,"Zone 4",3070.40675812249,0.000325689746921833,"Zone 4_(1.32e+03,1.86e+03]","Reedy Lake","03090101035668",1419.19618848,"Zone 4","Large Lake",NA,"3215-03090101035668",16652.12109,14191961.8848,"Zone 4_(1.32e+03,1.86e+03]","Zone 4",c(646994.252894654, 416813.448034217)
"FLLL23001-059","Base","None",-81.6805525294335,27.9888335012739,"Zone 4",2835.01720627092,0.000352731545257661,"Zone 4_(55,175]","Lake Dexter","03100101004367",61.5887154339,"Zone 4","Large Lake",NA,"3158-03100101004367",3741.0819588,615887.154339,"Zone 4_(55,175]","Zone 4",c(627670.350931074, 444696.784577857)
"FLLL23001-060","Base","None",-81.9886134664995,28.8331902442436,"Zone 4",2882.61224584384,0.000346907566718973,"Zone 4_(175,429]","Lake Deaton","03100208002509",215.064012485,"Zone 4","Large Lake",NA,"2944-03100208002509",6699.52295844,2150640.12485,"Zone 4_(175,429]","Zone 4",c(595905.427136993, 537923.897279224)
"FLLL23001-061","Base","None",-81.5646679904798,28.4672642284941,"Zone 5",3885.9429828755,0.000257337795332248,"Zone 5_[10,730]","Lake Sawyer","03090101028856",37.6046465021,"Zone 5","Large Lake",NA,"3516-03090101028856",2726.17731009,376046.465021,"Zone 5_[10,730]","Zone 5",c(637994.553326562, 498038.551111297)
"FLLL23001-062","Base","None",-81.3098194153673,27.4034284829257,"Zone 5",5218.48543100099,0.000191626481135578,"Zone 5_(3.97e+03,9.66e+03]","Lake Istokpoga","03090101037913",9657.48221442,"Zone 5","Large Lake",NA,"3153-03090101037913",94292.7923433,96574822.1442,"Zone 5_(3.97e+03,9.66e+03]","Zone 5",c(665473.189877598, 380441.966120852)
"FLLL23001-063","Base","None",-81.3298807787758,27.9714906398515,"Zone 5",4166.36492187313,0.000240017381758873,"Zone 5_(9.66e+03,1.25e+04]","Lake Kissimmee","03090101034343",12492.3033184,"Zone 5","Large Lake","field recon by Zone 4 staff, no open water at lake sampling point.  Updated geo from NHD coverage NAW 4/21/16","4401-03090101034343",118523.788615,124923033.184,"Zone 5_(9.66e+03,1.25e+04]","Zone 5",c(662127.964558342, 443467.586834685)
"FLLL23001-064","Base","None",-81.2682813917233,28.3063080330794,"Zone 5",3132.94817930989,0.000319188171257999,"Zone 5_(1.89e+03,3.97e+03]","East Lake Tohopekaliga","03090101030159",3965.51437761,"Zone 5","Large Lake","Random Loc outside of lake and on land - Barrington, 4/15/21","4254-03090101030159",30892.1011205,39655143.7761,"Zone 5_(1.89e+03,3.97e+03]","Zone 5",c(667350.61225065, 480774.49740732)
"FLLL23001-065","Base","None",-81.4068808844012,28.5208768524866,"Zone 5",3885.9429828755,0.000257337795332248,"Zone 5_[10,730]","Clear Lake","03090101028070",137.219262506,"Zone 5","Large Lake",NA,"3522-03090101028070",4703.07986547,1372192.62506,"Zone 5_[10,730]","Zone 5",c(653287.011928878, 504305.639099727)
"FLLL23001-066","Base","None",-81.2595074532369,27.35397984293,"Zone 5",5218.48543100099,0.000191626481135578,"Zone 5_(3.97e+03,9.66e+03]","Lake Istokpoga","03090101037913",9657.48221442,"Zone 5","Large Lake",NA,"3153-03090101037913",94292.7923433,96574822.1442,"Zone 5_(3.97e+03,9.66e+03]","Zone 5",c(670559.297760958, 375061.730206257)
"FLLL23001-067","Base","None",-81.2953069597032,27.8792326536198,"Zone 5",4166.36492187313,0.000240017381758873,"Zone 5_(9.66e+03,1.25e+04]","Lake Kissimmee","03090101034343",12492.3033184,"Zone 5","Large Lake","field recon by Zone 4 staff, no open water at lake sampling point.  Updated geo from NHD coverage NAW 4/21/16","4401-03090101034343",118523.788615,124923033.184,"Zone 5_(9.66e+03,1.25e+04]","Zone 5",c(665746.269495497, 433298.349721384)
"FLLL23001-068","Base","None",-81.2418362290649,28.2349660609855,"Zone 5",3885.9429828755,0.000257337795332248,"Zone 5_[10,730]","Live Oak Lake","03090101031797",155.629166307,"Zone 5","Large Lake",NA,"3343-03090101031797",5283.02872463,1556291.66307,"Zone 5_[10,730]","Zone 5",c(670115.543381873, 472911.075685988)
"FLLL23001-069","Base","None",-81.6613082252943,28.440689804331,"Zone 5",3885.9429828755,0.000257337795332248,"Zone 5_[10,730]","Lake Needham","03090101029377",61.6510592732,"Zone 5","Large Lake",NA,"3597-03090101029377",8098.42391949,616510.592732,"Zone 5_[10,730]","Zone 5",c(628607.441461301, 494905.007117082)
"FLLL23001-070","Base","None",-81.2027779874249,28.2219423360702,"Zone 5",3778.02628658179,0.000264688470684189,"Zone 5_(730,1.89e+03]","Alligator Lake","03090101031731",1278.6168938,"Zone 5","Large Lake",NA,"3340-03090101031731",22677.9837376,12786168.938,"Zone 5_(730,1.89e+03]","Zone 5",c(673972.792984689, 471551.235839442)
"FLLL23001-071","Base","None",-81.2679269926589,27.9457952384367,"Zone 5",4166.36492187313,0.000240017381758873,"Zone 5_(9.66e+03,1.25e+04]","Lake Kissimmee","03090101034343",12492.3033184,"Zone 5","Large Lake","field recon by Zone 4 staff, no open water at lake sampling point.  Updated geo from NHD coverage NAW 4/21/16","4401-03090101034343",118523.788615,124923033.184,"Zone 5_(9.66e+03,1.25e+04]","Zone 5",c(668272.255961058, 440747.907141593)
"FLLL23001-072","Base","None",-81.4062527630051,28.2402429896905,"Zone 5",5218.48543100099,0.000191626481135578,"Zone 5_(3.97e+03,9.66e+03]","Lake Tohopekaliga","03090101031397",6000.62528647,"Zone 5","Large Lake","Vegetation does not allow access to random location - Barrington, 6/10/2021","4252-03090101031397",79264.3610998,60006252.8647,"Zone 5_(3.97e+03,9.66e+03]","Zone 5",c(654003.845925861, 473147.569572344)
"FLLL23001-073","Base","None",-81.4216226103254,27.8273118099957,"Zone 5",3132.94817930989,0.000319188171257999,"Zone 5_(1.89e+03,3.97e+03]","Lake Weohyakapka","03090101035123",3054.97130757,"Zone 5","Large Lake",NA,"3276-03090101035123",21529.9312685,30549713.0757,"Zone 5_(1.89e+03,3.97e+03]","Zone 5",c(653457.686690064, 427267.75561931)
"FLLL23001-074","Base","None",-81.3912810150862,27.8326044012618,"Zone 5",3132.94817930989,0.000319188171257999,"Zone 5_(1.89e+03,3.97e+03]","Lake Weohyakapka","03090101035123",3054.97130757,"Zone 5","Large Lake",NA,"3276-03090101035123",21529.9312685,30549713.0757,"Zone 5_(1.89e+03,3.97e+03]","Zone 5",c(656427.42753471, 427918.113806788)
"FLLL23001-075","Base","None",-81.3965343535346,28.2821290627931,"Zone 5",5218.48543100099,0.000191626481135578,"Zone 5_(3.97e+03,9.66e+03]","Lake Tohopekaliga","03090101031397",6000.62528647,"Zone 5","Large Lake","Vegetation does not allow access to random location - Barrington, 6/10/2021","4252-03090101031397",79264.3610998,60006252.8647,"Zone 5_(3.97e+03,9.66e+03]","Zone 5",c(654857.219731794, 477818.323827872)
"FLLL23001-076","Base","None",-80.2490539157186,26.7244635603221,"Zone 6",41.3147974629226,0.0242044028146921,"Zone 6_[10,59]",NA,"03090206043618",13.1903327662,"Zone 6","Large Lake","No water found anywhere near random sampling location point","2691-03090206043618",2448.22794624,131903.327662,"Zone 6_[10,59]","Zone 6",c(772416.964657252, 307824.455665759)
"FLLL23001-077","Base","None",-80.0670844238409,26.7115828774981,"Zone 6",56.6272748442855,0.0176593347066376,"Zone 6_(150,163]","Clear Lake","03090206080722",162.623216907,"Zone 6","Large Lake",NA,"4618-03090206080722",10194.0234472,1626232.16907,"Zone 6_(150,163]","Zone 6",c(790523.627350325, 306958.111474048)
